Summary,Description,Status,Updated,Created,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Issue key,Issue id
[MX][Reachcore][Estimacion][Nacional Financiera - Modificación de PDF],"Cliente: NACIONAL FINANCIERA S.N.C.
RFC: NFI3406305T0
Ambiente: Reachcore

Requerimiento: Se solicita estimar HH necesarias para agregar el mensaje “Este documento es una representación impresa de un CFDI” a los PDF del cliente

Ejemplo

!image-20241127-182259.png|width=468,height=330,alt=""image-20241127-182259.png""!

Quedamos atentos

Saludos!",Done,03/Jan/25 11:01 AM,27/Nov/24 1:23 PM,"29/Nov/24 11:15 AM;6317db979794410874c743c8;[~accountid:5e1643c0d5227b0e9d981cb3] , favor de indicarme cual es la cuenta de OAT o PRD para poder revisar cuales son los tipos de plantillas que tiene instaladas o a modificar.",09/Dec/24 12:51 PM;6317db979794410874c743c8;continuo a la espera de la información,"26/Dec/24 9:45 AM;5e1643c0d5227b0e9d981cb3;hola [~accountid:6317db979794410874c743c8] !

Disculpa la demora

a continuacion comparto la info, en produccion son 2 cuentas

 Nafin

IdCuenta=443a36e9-072c-4fad-a6ee-85029549348f

NACIONAL FINANCIERA S N DE C

IdCuenta=0e350b01-5b81-4ad7-90b0-727389b0322f

Quedamos atentos 🙂","03/Jan/25 10:59 AM;6317db979794410874c743c8;Hola [~accountid:5e1643c0d5227b0e9d981cb3] , revise como se esta imprimiendo el PDF en produccion y esta apareciendo la leyenda que comentas,

!image-20250103-155815.png|width=1099,height=712,alt=""image-20250103-155815.png""!

Te anexo los archivos de ese documento, cualquier duda quedo a tus ordenes.

[^903b425a-2fa5-4263-8206-a3d8d640daea.zip]

",,,,,,PSTC-25672,2529329
[MX][Reachcore][Estimacion][Allux  - Cambios PDF],"Cliente: PARKS MANTENIMIENTO S.C
RFC: PMA120531CU2
PM:   [~accountid:5ebc5cf14e41b90b7b563350] 

Requerimiento:
Estimar HH necesarias para realizar la siguiente solicitud, considerar productivo y QA



1.- es neceario agregar 2 logotipos al formato actual de la razon social Parks Mantenimiento con rfc PMA120531CU2 en el tenant de ALLUX, como el archivo adjunto.

!image-20241126-215100.png|width=467,height=316,alt=""image-20241126-215100.png""!

adjunto el segundo logotipo a integrar a la representación grafica

!image-20241126-215123.png|width=268,height=64,alt=""image-20241126-215123.png""!



 2.- la parte inferior de la repreentacion grafica las letras deben ser mas pequeñas para que el formato no sea vaya a dos paginas, ya que actualmente esta trabajado de esta forma, ejemplo:

!image-20241126-215148.png|width=438,height=174,alt=""image-20241126-215148.png""!

!image-20241126-215159.png|width=417,height=193,alt=""image-20241126-215159.png""!



estos 2 renglones deben quedar en la pagina anterior.

Quedamos atentos

Saludos!",Done,03/Dec/24 12:15 PM,26/Nov/24 4:52 PM,"27/Nov/24 6:41 PM;6317db979794410874c743c8;A continuación la estimacion solicitada.

|Actividad|HH|
|Costomizacion de Template  PMA120531CU2  adicionar un logo y ajustar para que el actual quede a la izquierda y el nuevo a la derecha, hacer mas pequeño el apartado de pagare para que las ultimas dos lineas queden en la misma hoja|3|
|Prueba y muestras |1|
|Subir el Template a UAT|0.5|
|Subir el Template a UAT|0.5|
| | |
|Total|5|

Notas

# Este clliente tiene varios taxid’s pero solo se considera hacer el cambio del logo en el template que se solicita PMA120531CU2
# Al momento de solicitar el cambio es importante enviar un documento de prueba
# Mencionar la cuenta de reachcore en la que esta asociada en UAT y PRD

Quedo a sus ordenes.



Saludos","03/Dec/24 12:15 PM;6317db979794410874c743c8;Se realizaron los cambios solicitados.



!image-20241203-171322.png|width=732,height=1051,alt=""image-20241203-171322.png""!

en la cuenta reachcore de OAT: c76e4d60-482f-4c8e-989a-7b030240cc4e, de acuerdo al ejemplo enviado.



!image-20241203-171357.png|width=1189,height=1035,alt=""image-20241203-171357.png""!

Saludos",,,,,,,,PSTC-25667,2527768
CHILE - ALDEASA - ESTIMACION HHS REPORTAR VENTAS DE CLIENTE A TERCERO,"*Empresas*: ALDEASA CHILE LTDA, DUFRY CHILE SPA
*Ruts*: 96751080-7, 77266444-3
*Integracion*: MIXTO POS
*Documentos Afectados*: Boleta Afecta , Boleta Exenta , Factura Afecta, Nota de Credito

*Descripcion*

Se solicita estimar implementacion y acompañamiento en ambiente QA y PRD de cambios estimados en 

ticket [https://sovos.atlassian.net/browse/CESQ-3822|https://sovos.atlassian.net/browse/CESQ-3822|smart-link] 

*Consideraciones*
Para caso 1 (agregar POS en comunicacion API) no se considera roll out para todas las cajas solo se instalara en 1 caja en QA y 1 PRD 
Se debe entregar un manual a cliente con paso a paso de configuracion de POS con nueva integracion 

Para ambos 
Considerar acompañamiento en pruebas
Considerar apoyo en plan CutOver",Done,25/Nov/24 4:18 PM,25/Nov/24 9:11 AM,"25/Nov/24 4:18 PM;5ebc5e6cad226b0ba456526d;|Actividad|HH|
|Actualizacion jar 1 POS PRD - 1 POS QA|3|
|Manual actualizacion|1|
|Instalacion jar eserver QA/PRD|2|
|Testing/hypercare|5|
|Total|11|",,,,,,,,,PSTC-25649,2526134
CHILE - UANDES- ESTIMACION MIGRACION DE SERVIDORES GW  A GW CLOUD SOVOS,"*Empresa*: Universidad de los Andes
*Rut*: 71614000-8

*Integracion*: Mixto (BO) , Generacion Online , Folia Sovos , filtro standar 

*Descripcion*
Cliente desea estimar factibilidad y hhs de trabajo para migrar servidores Linux de QA y PRD actualmente en su red a GW Cloud Sovos

+Servidores Afectados :+
QA 172.16.3.24
PRD 172.16.3.24

para ello Considerar:

* Filtro : revisar filtro actualmente operativo ,  de revision preliminar detectamos que cliente tiene carpeta filters 
[ppldte@dte-prod filters]$ ls
71614000  71614000_tmp.tar.gz  Respaldos

pero en tabla otfilter tiene configurada un filtro ( no lo pude encontrar) 


{noformat}PPLDTE=# select * from otfilters order by 1;
 ofid | ofcoid | ofdoctype |                  ofbatchiteratorclass                  |                  ofsubbatchiteratorclass                  |                   ofunitfilterclass                    |                            ofunitprocessor                            | offiltertype
------+--------+-----------+--------------------------------------------------------+-----------------------------------------------------------+--------------------------------------------------------+-----------------------------------------------------------------------+--------------
   -3 |      2 |        11 | cl.paperless.generation.filters.impl.BatchIteratorImpl | cl.paperless.generation.filters.impl.SubBatchIteratorImpl | cl.paperless.generation.filters.impl.DocUnitFilterImpl | cl.paperless.generation.filters.impl.UnitProcessorContainerImpl       |            2
   -2 |      2 |         2 | cl.paperless.generation.filters.impl.BatchIteratorImpl | cl.paperless.generation.filters.impl.SubBatchIteratorImpl | cl.paperless.generation.filters.impl.DocUnitFilterImpl | cl.paperless.generation.filters.impl.UnitProcessorContainerImpl       |            2
   -1 |      2 |         1 | cl.paperless.generation.filters.impl.BatchIteratorImpl | cl.paperless.generation.filters.impl.SubBatchIteratorImpl | cl.paperless.generation.filters.impl.DocUnitFilterImpl | cl.paperless.generation.filters.impl.UnitProcessorContainerImpl       |            2
    4 |      2 |         1 | cl.paperless.R71614000.dte.UANDESBatchIterator         | cl.paperless.R71614000.dte.UANDESSubBatchIterator         | cl.paperless.R71614000.dte.UANDESUnitFilter            | cl.paperless.generation.filters.impl.UnitProcessorContainerLegacyImpl |            1
    5 |      2 |         2 | cl.paperless.R71614000.dte.UANDESBatchIterator         | cl.paperless.R71614000.dte.UANDESSubBatchIterator         | cl.paperless.R71614000.dte.UANDESUnitFilter            | cl.paperless.generation.filters.impl.UnitProcessorContainerLegacyImpl |            1
    6 |      2 |        11 | cl.paperless.R71614000.dte.UANDESBatchIterator         | cl.paperless.R71614000.dte.UANDESSubBatchIterator         | cl.paperless.R71614000.dte.UANDESUnitFilter            | cl.paperless.generation.filters.impl.UnitProcessorContainerLegacyImpl |            1
(6 rows){noformat}



* Modo Impresion : de acuerdo a lo revisado se utiliza el agente Distributor 

{noformat}2024-11-21 13:46:10.220 [INFO ] - FolderChannelRuleEvaluator.processRule --> Resultado Evaluacion Regla de Destino: //sii:*/sii:Personalizados/sii:DocPersonalizado/sii:campoString[.='P437'] true
2024-11-21 13:46:10.221 [INFO ] - FolderChannelRuleEvaluator.processRule --> Procesando Documento.
2024-11-21 13:46:10.221 [INFO ] - Numero de resolucion : 94
2024-11-21 13:46:10.222 [INFO ] - PDFGenerator.generatePDF --> Generando Reporte
2024-11-21 13:46:10.293 [INFO ] - PDFGenerator.generatePDF --> Reporte Generado con exito!.
2024-11-21 13:46:10.293 [INFO ] - PDFGenerator.generatePDF --> Guardando en disco PDF Generado, path : /home/ppldte/temp/rep7171359045448627350.pdf
2024-11-21 13:46:10.304 [INFO ] - Estructura de directorio creada (sync): /Storages/4.0/Distribucion/71614000/2024/11/21
2024-11-21 13:46:10.304 [INFO ] - Storage.write() --> escribiendo 71614000/2024/11/21/PDFGen_rep7171359045448627350.pdf en Directorio tipo Archivo: /Storages/4.0/Distribucion/71614000/2024/11/21/PDFGen_rep7171359045448627350.pdf
2024-11-21 13:46:10.305 [INFO ] - TIEMPO IMPRESION : 0
2024-11-21 13:46:10.305 [INFO ] - Imprimiendo -> /home/ppldte/command/print.sh P437 1 /home/ppldte/temp/rep7171359045448627350.pdf
2024-11-21 13:46:10.306 [INFO ] - sleep : 0
2024-11-21 13:46:10.307 [WARN ] - Problema al registrar proceso de Distribucion en tabla 'docchannel'... no se generaran reportes
2024-11-21 13:46:10.307 [INFO ] - Recibiendo parametros metodo updateStatus =1 aStatusMessage=Documento distribuido exitosamente!.
2024-11-21 13:46:10.330 [INFO ] - ==> Eliminando Documento AgeDocid : 1676038 de la tabla agedistrib
2024-11-21 13:46:10.355 [INFO ] - DocumentProcessor.processDocument --> Documento procesado con Exito.{noformat}

* Al inicio de proyecto CLE debera asignar GW Sovos compartido en donde se implementara empresa
* Considerar posible problema en desarrollos (si es que aplica) producto de que tenga un release mas nuevo
* Considerar Acompañamiemiento en pruebas
* Considerar ayuda con creación de Cut-Over
* No contempla migracion de documentos
* Agregar Informacion que consideren relevante para la migracion ",Done,03/Dec/24 2:11 PM,21/Nov/24 3:07 PM,"03/Dec/24 2:11 PM;5ebc5e6cad226b0ba456526d;Respecto a la impresion no se ha realizado antes y no lo veo factible, ya que cliente deberia tener las impresoras publicadas a internet y ademas se debe necesitar una autorizacion por parte de CLE ya que se instalarian impresoras en servidor sovos algo que quizas debe pasar por infosec.

|ACTIVIDAD|HH|
|Migracion de empresa  y configuracion EGW BO (QA/PRD)|14|
|Ajustes (posibles) desarrollo|20|
|Testing/hypercare|5|
|Total|39|",,,,,,,,,PSTC-25637,2524324
[MX][REACHCORE][Estimacion][Avantor - Agregar datos de XML en PDF],"Cliente: Avantor Performance Materials
RFC: APM950802T94

Requerimiento:
Se solicita estimar las HH necesarias para modificar el PDF del cliente Reachcore para que la informacio contenida en el tag “InformacionAduanera”


!image-20241119-220042.png|width=1715,height=467,alt=""image-20241119-220042.png""!

Se muestre en el PDF en la siguiente seccion

!image-20241119-220057.png|width=1227,height=780,alt=""image-20241119-220057.png""!



Ejemplo del resultado esperado

!image-20241119-220109.png|width=1263,height=850,alt=""image-20241119-220109.png""!

Quedamos atentos

Saludos!",Done,27/Nov/24 4:31 PM,19/Nov/24 5:01 PM,"27/Nov/24 4:31 PM;6317db979794410874c743c8;Agrego estimación solicitada.

|Actividad|HH|
|Ajuste de template para agregar el campo NumerodePedimento de Información aduanera.|3|
|Pruebas y muestras|1|
|Actualizacion del template en los ambientes de QA|0.5|
|Actualizacion en los ambientes de PRD|0.5|
| | |
|Total|5|

Nota: Al momento de la solicitud de ejecucion es muy importante agregar un Interno de ejemplo para las pruebas.



Saludos",,,,,,,,,PSTC-25618,2522462
CHILE - ROFIL- ESTIMACION HH'S NUEVO LOGO (1 RUT) ,"*Nombre Empresa*: ROFIL LTDA.
*Rut*: 88831200-5
*Producto*: PPL
*Tipo de Integración*: FULL ASP (generacion POS) + Facturacion Manual 
 *Descripcion* 
Se desea estimar horas de trabajo para la incorporacion de un nuevo logo en ambiente QA-PRD (FULL ASP)

* Documentos a implementar 
** Boleta Afecta
** Boleta Exenta
** Factura Afecta
** Factura Exenta
** Nota de Credito
** Nota de Debito
** Guia de Despacho

* Modulos a habilitar 
** Facturador Manual
** Gestion Documental 
** Oficina de Partes 
** Reporteria 
** Consola de procesos 
** Panel de control 
* Filtro a habilitar : Filtro Full 
* Plantillas Standar POS, solo incluyendo logo de cliente 
* Imprime Cliente 
* Distribucion: Solo regla de contribuyentes autorizados , mailing estandar 
* Configurar envio DTE - Boletas a SII 
* POS
** habilitación 10 ePOS en ambiente PRD, se acompaña con 2 PRD y 1 QA (Cliente realiza el rollout)  
** Comunicación por socket
** retorno de PDF 417 desde ePOS al punto de venta
** Mensaje de entrada estándar Sovos (txt) (Filtro Full) 
* Recepcion Standar 
* Folia Sovos




*Consideraciones* 
Cambios a realizarse en ambientes QA-PRD 
Comunicacion entre POS y Servidor seria por Internet 
No se considera Certificacion de documentos 
No se considera migracion de documentos
No considera Modulo de reclamacion  
Considerar acompañamiento en pruebas
Cliente debera entregar certificado , pass y certificado de verificacion de actividades para el proceso de certificación
Cliente debera realizar declaracion de cumplimiento en SII previo al paso a productivo",Done,20/Nov/24 11:53 AM,19/Nov/24 4:17 PM,"20/Nov/24 11:53 AM;5ebc5e6cad226b0ba456526d;|Actividad|HH|
|Configuracion empresa Full ASP (QA/PRD)|9|
|Diseño pdf|3|
|Instalacion 3 POS|5|
|Testing/hypercare|7|
|Total|24|",,,,,,,,,PSTC-25616,2522441
CHILE - ESTIMACION - PEUGEOT - CAMBIOS AL LAYOUT DE PLANTILLA FACTURA PARA RESPUESTOS,"Empresa: PEUGEOT Chile S.A. (PSA CHILE S.A.)
RUT: 84.687.500-K
Ambiente: QA
Servidor: Server y GW
Salesforce: ADMIN
Task: Work Estimation
PM: [~accountid:5ebc5b659ce9ee0b89bb1a90] 
SC: [~accountid:5ebc612296bbcb0b85b66075]

DETALLE:a
Estimados, se solicita realizar la estimación por el siguiente cambio a la plantilla de Factura fecta para Repuestos

!image-20241118-190031.png|width=360,height=462,alt=""image-20241118-190031.png""!

Se debe considerar que los campos no resaltados no sufriran ningún cambio. Se excluye la facturación manual del alcance de esta solicitud. 

* La plantilla se continuará activando cuando traiga  el tag <campoString name=""Plantilla"">*Repuestos*</campoString> 
* Se solicita confirmar la longitud maxima para campo <NmbItem> para indicar al cliente.
* Se solicita renombrar las etiquetas y ubicación de los tags de encabezado de contenido de la factura de acuerdo layout en imagen. 
* Se solicita la impresión de etiqueta personalizada en zona de encabezado, llamado “NRO INTERNO DEALER”, la cual se pretende comunicar a sovos via tag <campoString name=""NRO_INTERNO_DEALER"">1234567890</campoString>.  Si el dato está presente en xml se imprimirá la etiqueta “*NRO INTERNO DEALER*”, caso contrario no se imprime. 
* Se solicita la impresión de etiqueta personalizada en zona de encabezado, llamado “<campoString name=""PROCESO"">DFS/CD</campoString>”. Si el dato está presente en xml se imprimirá la etiqueta ""*PROCESO*"", caso contrario no se imprime. 

Se adjunta XML para validaciones[^XML_1731784515110.xml] ",Done,02/Dec/24 3:35 PM,18/Nov/24 2:11 PM,"19/Nov/24 8:04 AM;5ebc5e6cad226b0ba456526d;Se necesitan 5 hh para relaizar las modificaciones, pruebas y paso a prd.",,,,,,,,,PSTC-25598,2521466
[CHILE] [ESTIMACION] - LINKES - HABILITAR GUIA DE DESPACHO Y NEW LOGO,"h2. Implementación

Quién lo solicita?:

*Nombre Empresa*: LINKES CHILE S.A.
Canal: BACKOFFICE 
NIT/RUT/RUC:
RUT: 96811990-7    LINKES CHILE Chile S.A
RUT: 76008854-4    ENEVAL COMERCIAL SPA
Producto: BO 
Tipo de Integración: MIXTO
PM asignado (si existe): [~accountid:5ebc5b659ce9ee0b89bb1a90] 
SC: [~accountid:5ebc612296bbcb0b85b66075] 
Salesfore: ADMIN
Tarea: Work Estimation

Qué solicita?:

Descripción (Que, para qué):

Se necesita estimar la evaluación de una nueva sociedad ENEVAL COMERCIAL SPA y la habilitación de Guía de Despacho para empresa padre LINKES CHILE S.A..

Los detalles son:

*1.-  LINKES CHILE S.A..*

Habilitación de nuevo documento Guía de Despacho, la que será generada por Web Services a través de la integración actual.

Se debe considerar Certificación de este nuevo documento y la cxreación de su plantilla correspondiente, tomando como base el formato de las acruales.



*2.- ENEVAL COMERCIAL SPA (Nuevo Logo)*

* Tipo de Documentos considerados en la emisión:
** Factura Afecta.
** Factura Exenta.
** Nota de Crédito.
** Nota Débito.
** Guía de Despacho.
** Factura de Exportación
** Nota de Crédito de Exportación.
** Nota de Débito de Exportación.
* 
*Nota*: No se considera Certificación de los documentos mencionados,
* Apoyo y consultoría para la generación de estos tipos de documentos.
* Datos Emisión actual.
* Volumen de documentos anual: 500 documentos mensuales.
* Considerar *migración de 32400* documento en un item independiente.


*EMISIÓN*.
Características integración *BackOffice (BO) MIXTO*.

* Ubicación servidor Gateway: Red Cliente.
** Canal de comunicación: *Web Services.*
** Mensaje de entrada: estándar SOVOS (*Filtro Full*)
** Sin impresión automática.
** Foliación: Sovos
** Layout: PDF carta personalizado.
** Contingencia (Emisión manual desde Portal web para Set de Exportación)
** Mailing: estándar
** Distribución: Estándar
** Cliente imprime.

 

*RECEPCION*.

* Estandar desde el Portal PPL, sin integración WS.

Módulos adicionales

* eTrace
* Reclamaciones
* Administración de Recepción

 

Cualquier detalle estaremos atentos.

Saludos",Done,19/Nov/24 8:20 AM,18/Nov/24 10:01 AM,"19/Nov/24 8:20 AM;5ebc5e6cad226b0ba456526d;|Actividad|HH|
|Configuracion new logo mixto (PRD/QA)|10|
|Migracion|3|
|Diseño pdf|8|
|Modulos (etrace,reclamacion,recepcion)|3|
|Certificacion guia Linkes|5|
|Diseño pdf guia Linkes|4|
|Testing/hypercare|7|
|Total|40|",,,,,,,,,PSTC-25593,2521182
CHILE - FEMSA- ESTIMACION HH'S PARA ACTUALIZACION RELEASE GW BO ,"*Empresa:* Holding Femsa
*Rut:* BO (47 Ruts)

*Descripcion*
Se solicita estimar HH’s para actualizar al ultimo release servidores GW BO de QA y PRD 

 PRD BO: ssh 10.100.19.21  -lppldte  pass: PPL.bo.14
QA  BO: ssh 10.192.24.222 -lppldte  pass: ppl123

*Consideraciones*

Considerar actualizacion de java, tomcat, etc segun se requiera 
Considerar posibles cambios en bbdd (ej: se agrega columna en una tabla) 
Considerar posibles modificaciones en desarrollos debido a actualizaciones en punto anterior ( se generara CESQ)  
Considerar apoyo en cutover
Considerar acompañamiento en pruebas",Done,30/Dec/24 2:46 PM,13/Nov/24 2:00 PM,14/Nov/24 12:53 PM;5ebc5e6cad226b0ba456526d;egw administrado por Sovos debe ser actualizado por area CLE,,,,,,,,,PSTC-25572,2518929
"CHILE - ESTIMACION - AMANECER SOLAR - NUEVO LOGO BO CON GENERACION POR WS, MANUAL Y MASIVA POR FTP - FILTRO FULL - FULL ASP","h2. Implementación

Quién lo solicita?:

*Nombre Empresa*: AMANECER SOLAR SPA.
Canal: BACKOFFICE 
NIT/RUT/RUC:
AMANECER SOLAR SPA. RUT: 77479026-8 
Producto: BO 
Tipo de Integración: FULL ASP
PM asignado (si existe): [~accountid:5ebc5b659ce9ee0b89bb1a90] 
SC: [~accountid:5ebc612296bbcb0b85b66075] 
Salesfore: ADMIN
Tarea: Work Estimation

Qué solicita?:

Descripción (Que, para qué):

Se necesita estimar la evaluación de un nuevo cliente.

Los detalles son:

* Tipo de Documentos considerados en la emisión:
** Factura Afecta.
** Factura Exenta.
** Nota de Crédito.
** Nota Débito.
** Guía de Despacho.
* 
*Nota*: Se debe considerar Certificación de los documentos mencionados, 
* Apoyo y consultoría para la generación de estos tipos de documentos.
* Datos Emisión actual.
* Volumen de documentos anual: 3600 documentos. 
* No se considera migración.


*EMISIÓN*.
Características integración *BackOffice (BO) FULL ASP*.

* Ubicación servidor Cloud SOVOS.
** Canal de comunicación: *Web Services, SFTP (con retorno de respuesta de Estado en SFTP*
** Mensaje de entrada: estándar SOVOS (*Filtro Full*)
** Sin impresión automática.
** Foliación: Sovos
** Layout: PDF carta personalizado.
** Contingencia (Emisión manual desde Portal web con plantillas estándar)
** Mailing: estándar
** Distribución: Estándar 
** Cliente imprime.



*RECEPCION*.

* Estandar desde el Portal PPL, sin integración WS.

Módulos adicionales

* Folio Management
* Reclamaciones

 

Cualquier detalle estaremos atentos.

Saludos",Done,13/Nov/24 9:34 AM,12/Nov/24 4:12 PM,"13/Nov/24 8:16 AM;5ebc5e6cad226b0ba456526d;Adjunto estimacion:



|Actividad|HH|
|Certificacion Set Basico + adicional|7|
|Diseño pdf|8|
|Configuracion empresa Full ASP|6|
|Modulos adicionales (FM y reclamacion)|4|
|Testing/hypercare|5|
|Total|30|",,,,,,,,,PSTC-25561,2518202
[PE][PRD][QR DINAMICO ESTIMACION],"*Nombre Empresa*: holding-alicorp dex
*NIT/RUT/RUC*: holding-alicorp dex

|20456334971|
|20602902341|
|20603101511|
|20600355644|
|20455369470|
|20611903147|


*Producto*: PPL
*Tipo de Integración*: FULL
*PM asignado*: Stephanie Mujica
*Salesforce*: -

*Task*: cutover

*Ambiente: prod*

*Certificado: paperless*

*Servidor:* [https://ereceipt-pe-alicorp.sovos.com/Facturacion/|https://ereceipt-pe-alicorp.sovos.com/Facturacion/|smart-link] 

*Problema: se requiere obtener la url de sunat para utilizar en el pdf*

*Qué solicita?*: estimar la obtencion  url de sunat - qr dinamico",Done,15/Nov/24 8:02 AM,08/Nov/24 2:35 PM,"15/Nov/24 8:02 AM;5ebc596086d01b0b7d52c146;Se dejan las horas para los dos requerimientos

1. TemplateQR * servicio WSDL 
2. WSDL para obtencion de url sunat


|ACTIVIDAD DISEÑO /TC|HH|
|Extraer rucs (7) desde PRD|2|
|Modificar Plantillas|14|
|Muestras |2|
|Ajustes |2|
|Carga de plantillas en QA |2|
|Carga de plantillas en PRD|2|
|Carga componente Jar y WSDL QA|2|
|Apoyo Pruebas |7|
|Carga componente Jar y WSDL QA|2|
|Salida en vivo |7|
|TOTAL|40|

|ACTIVIDAD DEV|HH|
|Creacion de WSDL + logica con template QR|80|
|Toma de Requerimientos (Reuniones con SC)|2|
|Revisión de código|1|
|Pruebas Unitarias|2|
|Compilación y aprobación de código|1|
|TOTAL|86|



WSLD OBTENCION URL SUNAT

|ACTIVIDAD DEV|HH|
|Creacion de WSDL obtencion url sunat|40|
|Toma de Requerimientos (Reuniones con SC)|2|
|Revisión de código|1|
|Pruebas Unitarias|2|
|Compilación y aprobación de código|1|
|TOTAL|46|",,,,,,,,,PSTC-25535,2515732
CL - SPACE X - ESTIMACION AGREGAR TAG PERSONALIZADO FACTURADOR MANUAL,"Sociedad: 77073851-2 

Ambiente QA/ PRD

SC: [~accountid:5e1643c0d5227b0e9d981cb3] 



Hola Anita

Por favor, estimar las hh para 



Space X desde el facturador manual, quieren tener disponible un tag personalizado <""erpDocumentId""> como combobox.

Los tipos de DTE son todos 

El nuevo tag personalizado se debe agregar en el PDF. ",Done,07/Nov/24 4:34 PM,07/Nov/24 3:18 PM,"07/Nov/24 4:34 PM;5ebc57aaf235020b843a6f2d;Katina, 

para esto necesita de lo siguiente, segun lo que entiendo va tambien el cambio en el pdf:

||*ACTIVIDAD*||*HH*||
|Extraer plantillas desde PRD|1|
|Modificación de plantillas manuales|2|
|Muestras|1|
|Ajustes|1|
|Carga de plantillas en QA|1|
|Configuracion de personalizado QA|1|
|Carga de plantillas en PRD|1|
|Configuracion de personalizado PRD|1|
|*TOTAL*|*9 HH*|

Saludos.-",,,,,,,,,PSTC-25528,2514839
[CL][PPL][Estimacion][Melon - Ajuste plantillas ePOS WebService],"Cliente:

76109779-2 Melon Cementos

93248000-K Melon Hormigones

PM: [~accountid:5ebc5cf14e41b90b7b563350] 

*TipoDTE:* 52

*Emision:* POS con Web Services

Requerimiento:

Se requiere evaluar factibilidad y HH necesarias para realizar la siguiente actividad:

Las 2 sociedades mencionadas (76109779-2 Melon Cementos y 93248000-K Melon Hormigones) emitirán solamente desde 76109779-2

Para esto el cliente ha solicitado los siguientes cambios:

*Cambio 1: Plantillas*

# Tomar las plantillas ya existentes en 93248000-K Melon Hormigones para instalarlas en 76109779-2 Melon Cementos,  modificando el encabezado para que tengan la informacion de 76109779-2 Melon Cementos. tener en consideración que las plantillas ya existentes en 76109779-2 Melon Cementos deben convivir con las nuevas y ambas deben estar instaladas en los ePOS

*Cambio 2: Epos web Services - Emisión con plantillas FULL* 

# ajustar plantilla full en el ePOS para que imprima el PDF que el cliente indique en base a un tag personalizado que marcara si es “CEMENTO” u “HORMIGONES”
En base a esto se imprimirá en el POS la plantilla actual de 76109779-2 Melon Cementos o la nueva que fue descrita en el punto 1

Si gustan podemos reunirnos a revisar el requerimiento con mas detalle

Quedamos atentos

Saludos!",Done,02/Dec/24 2:42 PM,07/Nov/24 12:23 PM,"07/Nov/24 4:48 PM;5ebc5e6cad226b0ba456526d;Para ambos casos se debe hacer la misma actividad de juntar los jasper cambiando de nombre los de un rut y identificandolos con un tag especifico.
Para visualziacion en plataforma se debe configurar plantillafull evaluando el tag.

Para impresion en ePos debemos revisar si es posible.","07/Nov/24 11:26 PM;5ebc5cf14e41b90b7b563350;hola [~accountid:5ebc5e6cad226b0ba456526d] 

Con quién podemos ver si es posible para imprimir desde el POS? cuándo podremos tener respuesta para informar al cliente. ",12/Nov/24 2:12 PM;5ebc5e6cad226b0ba456526d;[~accountid:5ebc5cf14e41b90b7b563350] [~accountid:5e1643c0d5227b0e9d981cb3] deben revisar esa Factibilidad con Producto,"13/Nov/24 12:03 PM;5e1643c0d5227b0e9d981cb3;se levanta ticket a producto 🙂 
[https://sovos.atlassian.net/browse/PPLCP-1316|https://sovos.atlassian.net/browse/PPLCP-1316|smart-link] ",,,,,,PSTC-25524,2514612
